"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1202221";"";"None";"407.78";"0";"4.27";"5c";"Br.Clc1cccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c1";"IC50";"'='";"146.0";"nM";"6.84";"";"";"UO_0000065";"20.91";"0.41";"2.57";"105.49";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"146.0"
"CHEMBL1204119";"";"None";"401.39";"0";"4.23";"5s (1R, 2R)";"Br.Cc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(C)c1";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"22.92";"0.42";"3.12";"113.38";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"45.0"
"CHEMBL1909068";"";"None";"None";"None";"None";"MC 258717";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1204116";"";"None";"442.23";"0";"4.92";"5m (1S, 2S)";"Br.Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1";"IC50";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"19.46";"0.40";"2.11";"108.51";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"93.0"
"CHEMBL1203260";"";"None";"329.88";"0";"3.01";"5w";"Cl.c1ccc([C@H]2C[C@@H]2CN2CCN(c3ccccn3)CC2)cc1";"IC50";"'='";"263.0";"nM";"6.58";"";"";"UO_0000065";"22.43";"0.41";"3.57";"33.97";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"263.0"
"CHEMBL1202203";"";"None";"374.33";"0";"3.01";"5x";"Br.c1ccc([C@H]2C[C@@H]2CN2CCN(c3cccnc3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"10000.0"
"CHEMBL64487";"";"None";"360.46";"0";"3.47";"5e";"COc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"17.88";"0.33";"2.97";"15.53";"0";"CHEMBL671073";"Binding affinity to cloned human Dopamine receptor D2 expressed in A9L cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"A9L";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"360.0"
"CHEMBL1381098";"1-NAPHTHYLISOTHIOCYANATE";"None";"185.25";"0";"3.57";"1-NAPHTHYL ISOTHIOCYANATE";"S=C=Nc1cccc2ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL3323016";"";"None";"504.56";"1";"3.17";"30";"CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"12.64";"0.24";"3.21";"6.97";"0";"CHEMBL3379904";"Antagonist activity against human D2R expressed in CHO cells assessed as inhibition of quinpirole-induced mitogenesis after 24 hrs by [3H]thymidine uptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351252";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";"";"420.0"
"CHEMBL1202215";"";"None";"407.78";"0";"4.27";"5b";"Br.Clc1ccccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"25.40";"0.49";"4.03";"128.10";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"5.0"
"CHEMBL291380";"";"None";"348.42";"0";"3.60";"5b";"Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"18.95";"0.35";"3.00";"20.47";"0";"CHEMBL671073";"Binding affinity to cloned human Dopamine receptor D2 expressed in A9L cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"A9L";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"250.0"
"CHEMBL147279";"";"None";"308.43";"0";"3.12";"6-(S)";"O=C(NC[C@@H]1CCCN1CCc1ccccc1)c1ccccc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL672303";"Inhibitory concentration against binding of Dopamine receptor D2 by displacement of [3H]spiperone";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133417";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"1000.0"
"CHEMBL3597643";"";"None";"426.56";"0";"4.65";"16";"O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cc2ccccc2[nH]1";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"16.55";"0.30";"2.41";"13.74";"0";"CHEMBL3599945";"Antagonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of quinpirole-stimulated mitogenesis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596172";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";"";"87.0"
"CHEMBL3335555";"";"None";"297.40";"0";"3.23";"(R)-6b";"Oc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"16.08";"0.30";"1.55";"14.63";"0";"CHEMBL3383656";"Inhibition of human dopamine D2L receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352711";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";"";"16.5"
"CHEMBL565552";"";"None";"379.49";"0";"3.58";"10u";"CN(C)CCn1cc(S(=O)(=O)c2cccc3ccccc23)c2cccnc21";"IC50";"'<'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1049085";"Displacement of [3H]spiperone from human cloned dopamine D2 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155250";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3307512";"";"";"";"5000.0"
"CHEMBL1202224";"";"None";"403.36";"0";"3.62";"5g";"Br.COc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)cc1";"IC50";"'='";"752.0";"nM";"6.12";"";"";"UO_0000065";"18.99";"0.35";"2.50";"38.98";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"752.0"
"CHEMBL1220";"TINIDAZOLE";"4.0";"247.28";"0";"0.53";"TINIDAZOLE";"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL3357315";"";"None";"418.42";"0";"2.62";"11";"O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)C(F)C1)c1ccc(F)c(F)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3379090";"Inhibition of dopamine D2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"10.0"
"CHEMBL1276428";"";"None";"340.85";"0";"2.83";"25";"CCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC";"IC50";"'='";"12.02";"nM";"7.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1285353";"Antagonist activity at dopamine D2 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275273";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"7.92"
"CHEMBL3736156";"";"None";"260.15";"None";"None";"3";"CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1";"IC50";"'>'";"5011.87";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3738649";"Antagonist activity at human wild-type D2 receptor expressed in CHO-K1 cells assessed as dopamine-induced cAMP by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734721";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307512";"";"";"";"5.3"
"CHEMBL1642117";"";"None";"435.55";"0";"3.37";"8c";"CN1CCN(c2cccc3c2C(=O)CCN3S(=O)(=O)c2ccc3ccccc3c2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1647768";"Displacement of [3H]spiperone from human dopamine D2 receptor expressed in cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641464";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10000.0"
"CHEMBL84158";"TIAPRIDE";"3.0";"328.43";"0";"1.17";"TIAPRIDE";"CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC";"IC50";"'='";"1232.0";"nM";"5.91";"";"";"UO_0000065";"17.99";"0.37";"4.74";"7.81";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";"1.232"
"CHEMBL10";"SB-203580";"None";"377.44";"0";"4.68";"SB-203580";"C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1512";"FLUNISOLIDE";"4.0";"434.50";"0";"2.27";"FLUNISOLIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL311469";"2-ACETYLAMINOFLUORENE";"None";"223.27";"0";"3.22";"2-ACETYLAMINOFLUORENE";"CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL4439029";"";"None";"323.44";"0";"4.02";"(R)-5";"CCc1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(OC)c(OC)c1-2";"IC50";"'='";"28.18";"nM";"7.55";"";"";"UO_0000065";"23.34";"0.43";"3.53";"34.79";"0";"CHEMBL4345338";"Antagonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"7.55"
"CHEMBL487985";"";"None";"537.58";"2";"5.41";"15b";"O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL939457";"Antagonist activity at dopamine D2 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152245";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"1.9"
"CHEMBL59942";"";"None";"348.43";"0";"3.60";"3g";"Fc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"20.98";"0.38";"3.71";"22.66";"0";"CHEMBL671073";"Binding affinity to cloned human Dopamine receptor D2 expressed in A9L cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"A9L";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"49.0"
"CHEMBL1202216";"";"None";"403.36";"0";"3.62";"5e";"Br.COc1ccccc1N1CCN(C[C@H]2C[C@@H]2c2ccccc2)CC1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"25.74";"0.47";"4.68";"52.84";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"5.0"
"CHEMBL2092961";"";"None";"401.39";"0";"4.23";"5r (Racemate)";"Br.Cc1ccc(N2CCN(CC3CC3c3ccccc3)CC2)c(C)c1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"22.53";"0.41";"2.99";"111.45";"0";"CHEMBL671074";"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133592";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"60.0"
"CHEMBL4634009";"";"None";"437.57";"0";"3.32";"S9";"COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12";"IC50";"'='";"12.4";"nM";"7.91";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4619928";"Antagonist activity at D2 receptor (unknown origin) by HTRF cAMP assay";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619707";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"12.4"
"CHEMBL4636764";"";"None";"409.47";"0";"3.44";"S16";"O=c1n(CCCCN2CCC(c3cc(F)cc4oncc34)CC2)nc2ccccn12";"IC50";"'='";"40.5";"nM";"7.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4619928";"Antagonist activity at D2 receptor (unknown origin) by HTRF cAMP assay";"F";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619707";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"40.5"
"CHEMBL2335738";"";"None";"343.85";"0";"3.93";"3d";"COc1ccc2c(c1)CCN1CC[C@](O)(c3ccc(Cl)cc3)C[C@H]21";"IC50";"'='";"1010.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2346209";"Antagonist activity at dopamine D2 receptor (unknown origin) transfected in CHO cell membranes assessed as inhibition of forskolin-stimulated cAMP level after 10 mins by flash plate assay in presence of dopamine";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331372";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";"";"1010.0"
"CHEMBL326263";"";"None";"503.59";"2";"5.75";"2";"N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"2240.0";"nM";"5.65";"";"";"UO_0000065";"11.22";"0.21";"-0.10";"9.99";"0";"CHEMBL671072";"Inhibition of human dopamine receptor D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2240.0"
"CHEMBL4867978";"";"None";"467.59";"0";"4.49";"4w";"Fc1ccc2c(C3CCN(CCCOc4ccc(CCN5CCOCC5)cc4)CC3)noc2c1";"IC50";"'='";"11.3";"nM";"7.95";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4821086";"Antagonist activity at D2 receptor (unknown origin)";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819047";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"ANTAGONIST";"";"11.3"
"CHEMBL4564103";"";"None";"374.28";"0";"4.22";"(S)-3";"COc1ccc2c(c1OC)-c1c(Br)ccc3c1[C@H](C2)N(C)CC3";"IC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"17.37";"0.39";"2.28";"29.95";"0";"CHEMBL4345338";"Antagonist activity at C-terminal RLuc8-fused D2 long receptor (unknown origin) transfected in human HEK293T cells co-expressing N-terminal Venus-tagged beta-arrestin2 assessed as increase in beta-arrestin2 recruitment measured after 5 mins in presence of coelenterazine H by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"6.5"
"CHEMBL3323016";"";"None";"504.56";"1";"3.17";"30";"CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccncc4n3)CC2)cc(C(F)(F)F)n1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3372150";"Antagonist activity against human D2LR expressed in CHO cells assessed as inhibition of dopamine-induced [35S]GTPgammaS binding by dopamine potency shift assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351252";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3308072";"";"";"";"25.0"
"CHEMBL1200679";"ZINC CHLORIDE";"4.0";"136.30";"None";"None";"ZINC CHLORIDE";"[Cl-].[Cl-].[Zn+2]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL175734";"";"None";"460.43";"1";"5.32";"23 (trans)";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1";"IC50";"'='";"254.0";"nM";"6.59";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827419";"Mitogenic stimulation or antagonism of 30 nM quinpirole-stimulated mitogenesis in CHO cells expressing human dopamine D2 receptor";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139520";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"254.0"
"CHEMBL502017";"";"None";"380.92";"0";"3.26";"16, ClFP";"C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCCl)cc(OC)c1OC";"IC50";"'='";"17.1";"nM";"7.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1005621";"Antagonist activity at dopamine D2 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156607";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"17.1"
